1485505,7,"O",286525.4294967307,"1998-07-24","1-URGENT","Clerk#000000228",0,"posits. final packages wake carefully express ideas. carefully bold deposits a"
1490087,10,"O",227526.4294967353,"1996-07-10","4-NOT SPECIFIED","Clerk#000000953",0,"lly regular deposits. furiously regular instructions thrash"
1590469,4,"O",75928.4294967345,"1997-03-07","2-HIGH","Clerk#000000217",0,"y pending pinto beans. carefully express theodolites cajole "
1755398,4,"O",1131.4294967316,"1997-06-12","5-LOW","Clerk#000000765",0,"s. slyly ironic packa"
1763205,2,"F",16495.4294967329,"1994-08-28","1-URGENT","Clerk#000000450",0,"ven requests. blithely express excuses nag or"
1774689,10,"F",13822.4294967357,"1993-07-08","3-MEDIUM","Clerk#000000702",0," deposits are fluffily quick"
1842406,2,"O",174291.4294967337,"1996-08-05","1-URGENT","Clerk#000000521",0,"s. excuses lose. pen"
1859778,8,"O",263567.4294967333,"1998-02-04","3-MEDIUM","Clerk#000000731",0,"counts boost slyly. express pinto beans use. furious"
1894087,7,"F",36515.4294967351,"1994-02-20","1-URGENT","Clerk#000000343",0," bold, even request"
1925447,8,"O",134464.4294967321,"1997-02-19","4-NOT SPECIFIED","Clerk#000000348",0,"nts snooze furiously according to the carefully bold ideas. sometimes regular"
1944711,4,"P",104934.4294967361,"1995-05-06","1-URGENT","Clerk#000000580",0,"deas wake. slyly silent packa"
1953441,4,"O",235621.4294967379,"1996-06-06","2-HIGH","Clerk#000000288",0,"iers are. quickly final instructi"
1959075,7,"F",192318.4294967303,"1994-12-23","1-URGENT","Clerk#000000590",0,"long the regular instructions. bli"
1978756,4,"O",314671.4294967378,"1996-08-02","3-MEDIUM","Clerk#000000661",0,"es. blithely special theodolites cajole slyly carefully regular asymp"
2014848,7,"O",181378.4294967333,"1997-01-19","5-LOW","Clerk#000000333",0,"lets use pending accounts. qu"
2096544,7,"F",185203.4294967310,"1992-04-17","1-URGENT","Clerk#000000964",0,"ts. final, silent theodoli"
2126688,10,"F",50998.4294967299,"1993-08-15","4-NOT SPECIFIED","Clerk#000000207",0,"r, silent accounts haggle o"
2415204,8,"F",184908.4294967388,"1994-11-03","5-LOW","Clerk#000000368",0,"inal requests are final, bold dolph"
2459619,4,"O",46227.4294967390,"1996-01-03","5-LOW","Clerk#000000917",0,"iously ironic pinto beans sleep furiously across the quickly unusual notornis."
2630562,5,"F",324835.4294967379,"1993-06-27","4-NOT SPECIFIED","Clerk#000000966",0,"carefully final deposits. quickly silent pains are among the careful"
2765152,4,"O",8332.4294967329,"1996-08-11","4-NOT SPECIFIED","Clerk#000000618",0,"onic packages. slyly express requests"
2917345,10,"O",52546.4294967333,"1995-10-01","4-NOT SPECIFIED","Clerk#000000983",0,"ly regular accounts. special packages haggle furio"
2943521,7,"O",31698.4294967331,"1998-02-18","1-URGENT","Clerk#000000675",0,"kly against the qui"
2986913,4,"F",40347.4294967344,"1994-06-10","3-MEDIUM","Clerk#000000633",0,",bold accounts use slyly even excuses. pending req"
2992930,2,"F",103297.4294967364,"1994-05-21","4-NOT SPECIFIED","Clerk#000000913",0,"owly slyly final platelets. ironic instructions wake carefully unusual plate"
3038880,7,"O",327615.4294967393,"1995-09-06","2-HIGH","Clerk#000000458",0,"y careful ideas. final, regular theodolites haggle. quic"
3069221,10,"O",26861.4294967341,"1996-10-29","3-MEDIUM","Clerk#000000005",0,"ess requests. carefully si"
3211909,7,"F",187396.4294967392,"1993-06-29","2-HIGH","Clerk#000000918",0," slyly according to the even theodolites. slyly ironic requests nag carefu"
3251169,4,"O",225294.4294967322,"1996-01-06","5-LOW","Clerk#000000310",0,"arefully final packages boost against the furiously"
3318789,7,"F",249621.4294967378,"1992-04-30","3-MEDIUM","Clerk#000000331",0,"ly blithely regular deposits. furiously regular accounts s"
3354726,10,"O",158148.4294967326,"1998-01-10","3-MEDIUM","Clerk#000000427",0,"ggle blithely ironic notornis. carefully bold deposits use iro"
3421092,4,"O",181618.4294967371,"1998-05-16","3-MEDIUM","Clerk#000000762",0,"refully even pinto beans. furiously"
3431909,7,"O",151988.4294967306,"1997-02-04","2-HIGH","Clerk#000000744",0,"ose carefully. slyly unusual ins"
3487745,10,"O",193145.4294967334,"1996-09-26","1-URGENT","Clerk#000000230",0,"uctions. pending dependencies can boost regular attainments-- "
3580034,10,"F",229817.4294967299,"1992-07-09","4-NOT SPECIFIED","Clerk#000000118",0," slyly pending accounts after the sly"
3683623,4,"O",152929.4294967376,"1996-11-29","3-MEDIUM","Clerk#000000652",0,"lve. furiously silent fret"
3692388,8,"O",27557.4294967352,"1997-02-11","4-NOT SPECIFIED","Clerk#000000060",0,"s packages are slyly around the regula"
3868359,1,"F",123076.4294967380,"1992-08-22","5-LOW","Clerk#000000536",0,". furiously bold asymptotes are instructions. quickly ironic dep"
3916288,10,"O",99925.4294967329,"1997-07-20","4-NOT SPECIFIED","Clerk#000000272",0,"t integrate. carefully regular theodolites sleep c"
3942656,10,"F",327960.4294967364,"1992-08-16","3-MEDIUM","Clerk#000000954",0,"jole from the slyly bold deposits. quickly expres"
3951331,4,"O",76100.4294967391,"1997-11-23","3-MEDIUM","Clerk#000000341",0,"ly express platelets above the carefully"
3986496,2,"O",312692.4294967318,"1997-02-22","1-URGENT","Clerk#000000768",0,". theodolites nag fluffily above the blithely iron"
3995111,7,"F",140088.4294967347,"1994-02-13","3-MEDIUM","Clerk#000000724",0,"ts. slyly ironic requests nag blithely. instruct"
4141668,10,"F",168477.4294967308,"1995-03-24","1-URGENT","Clerk#000000849",0," dependencies. blithely pending accounts solve carefully furiously ex"
4163013,7,"F",80777.4294967349,"1993-11-14","3-MEDIUM","Clerk#000000392",0,"t slyly. furiously silent packag"
4208674,8,"P",158327.4294967374,"1995-05-02","3-MEDIUM","Clerk#000000657",0,"riously-- final theodolites int"
4225824,8,"O",110757.4294967369,"1995-07-21","4-NOT SPECIFIED","Clerk#000000060",0,"furiously final packages print slyly express accounts. r"
4243142,10,"O",132159.4294967322,"1995-11-20","3-MEDIUM","Clerk#000000004",0,"ironic foxes must haggle blithely "
4273923,1,"O",95911.4294967297,"1997-03-23","3-MEDIUM","Clerk#000000381",0,"ep fluffily along the carefull"
4320612,4,"F",182956.4294967297,"1992-09-20","2-HIGH","Clerk#000000994",0," silently ironic theodolites are around the r"
4328998,7,"F",322431.4294967381,"1992-03-25","4-NOT SPECIFIED","Clerk#000000521",0,"nto beans according to the regular accounts cajole per"
4407621,10,"O",93717.4294967391,"1995-09-26","5-LOW","Clerk#000000354",0,"ly pending notornis sleep furiously about the i"
4550145,8,"O",140300.4294967350,"1995-06-13","3-MEDIUM","Clerk#000000554",0,"ly fluffy requests. frets affix courts. packages play above the carefully fin"
4616224,10,"O",21631.4294967372,"1997-01-22","5-LOW","Clerk#000000818",0,"into beans haggle c"
4659813,8,"F",7459.4294967348,"1992-07-26","4-NOT SPECIFIED","Clerk#000000133",0,"ely regular accounts haggle carefully regular pains. ironi"
4808192,1,"O",65478.4294967301,"1996-06-29","2-HIGH","Clerk#000000473",0,"eposits use against the express accounts. carefully regular ideas sleep blithe"
4860421,7,"O",190889.4294967387,"1995-10-24","5-LOW","Clerk#000000572",0," express pinto beans. requests believe slyly ex"
4960614,4,"O",91152.4294967393,"1997-10-03","4-NOT SPECIFIED","Clerk#000000706",0,"ithely final dependencies cajole blithely. express instructions are slyly a"
5090183,7,"O",79104.4294967342,"1996-06-10","2-HIGH","Clerk#000000046",0,"as. furiously bold requests according to the quickly ironic packages c"
5091364,8,"O",39550.4294967332,"1996-11-12","5-LOW","Clerk#000000894",0,"mptotes after the slyly final asymptotes nag quickly before the carefully ex"
5133509,1,"O",174645.4294967390,"1996-07-01","1-URGENT","Clerk#000000463",0,"al accounts could have to cajole furiously even"
5453440,4,"O",17938.4294967337,"1997-07-12","2-HIGH","Clerk#000000360",0,"s sleep idly foxes. final accounts x-ray slyly. slyly even platelets h"
5612065,4,"O",71845.4294967322,"1997-09-07","3-MEDIUM","Clerk#000000999",0,"quests boost fluffily. blithely f"
5805349,8,"O",255145.4294967348,"1998-01-01","1-URGENT","Clerk#000000956",0,"ites doze special, express deposits. "
5987111,8,"F",97765.4294967354,"1992-09-03","2-HIGH","Clerk#000000822",0,"nding pinto beans. carefully pending packages sleep quickly regular dolphi"
